Распылитель Д-180 (Т-130/170);14-69-107-1СП;;;14-69-107-1СП;Распылитель
Плунжерная пара 1 и 4 секции Д-160/180;16-67-102сп;;;16-67-102СП;Пара плунжерная топливного насоса
Плунжерная пара 2 и 3 секции Д-160/180;16-67-108сп;;;16-67-108СП;Пара плунжерная
Уплотнение малое Т-130,Т-170;20-19-123СП;;;20-19-123СП;Уплотнение
Уплотнение большое Т-130,Т-170;24-19-119СП;;;24-19-119СП;Уплотнение
Каток однобортный Т-130,Т-170;24-21-169сп;;;24-21-169СП;Каток однобортный
Каток двубортный Т-130,Т-170;24-21-170сп;;;24-21-170СП;Каток двубортный
Палец замыкающий гусеницы Т-130,Т-170;24-22-7;;;24-22-7;Палец замыкающий
Генератор Т-130М,170,ЧТЗ с дв.Д-140,160,180 24V 40А 1.0кВт  Г996.3701/Г1000В.10.1;3701;;;;
Колесо ведущее Т-130;50-19-99;;;50-19-99;Колесо ведущее
Цепь гусеничная серийная Т-130,Т-170 (лента);50-22-103СП;;;;
ГБЦ Д-160/180 (в сборе);51-02-3СП;;;51-02-3СП;Головка цилиндров
Гильза,поршень Д-160 м/к d=145 (Кострома);Д160-1000101;;;;
Подшипник   iso: NJ314ECJ;П*42314 КМ;;;;
Подшипник   iso: NJ415/С3;П*42415 КM;;;;
Подшипник   iso: NJ2312ECJ;П*42612 КМ;;;;
Бендикс в сборе Т-130,Т-170;Т-3708;;;;
0;НШ-50КУ;;НШ 50М-3;НШ 50М-3;НАСОС НШ 50М-3(MASTER)
0;НШ-100Л;;НШ 100А-3Л;НШ 100А-3Л;НАСОС НШ 100А-3Л
0;24-22-1СП/2СП;;24-22-9СП;;
0;24-21-169СП;;;24-21-169СП;Каток однобортный
0;24-21-170СП;;;24-21-170СП;Каток двубортный
0;50-21-394СП;;50-21-425СП;50-21-425СП;Каток поддерживающий
0;24-21-146СП;;50-21-306СП;50-21-306СП;Колесо натяжное
0;18-14-4;;18-14-4СП;18-14-4СП;МУФТА СЦЕПЛЕНИЯ 18-14-4СБ(СП)
0;50-21-134СП;;50-21-420СП;50-21-420СП;Механизм натяжения
0;50-21-132;;;;
0;М20*1,5 болт крепления катка;;700-28-2527;;
0;канат D-18мм;;19,5мм;;
0;50-15-118СП;;;50-15-118СП;Сервомеханизм
0;50-26-702СП;;Р-160*3/1-111;;
Каток двубортный;24-21-170СП;;;24-21-170СП;Каток двубортный
Каток однобортный;24-21-169СП;;;24-21-169СП;Каток однобортный
Механизм натяжения;50-21-420СП;;;50-21-420СП;Механизм натяжения
Фрикцион бор-ой в сборе левый;24-16-102СП;;;24-16-102СП;Фрикцион бортовой левый
Фрикцион бор-ой в сборе правый;24-16-101СП;;;24-16-101СП;Фрикцион бортовой правый
Набор прокладок ДВС Д-160;0;;р/к Д160;;
Набор прокладок бортовой пер. Д-160;0;;р/к борт редуктора;;
Вал коленчатый  Д-160;16-03-112СП;;;16-03-112СП;Вал коленчатый
Вкладыши коренные  ст.;А23.01.103-160СБН1;;;А23.01.103-160СБН1;ВКЛАДЫШ КОРЕННОЙ А23.01.103-160сб.Н1
Вкладыши шатунные  ст.;А23.01.100-160СБН1;;;А23.01.100-160СБН1;ВКЛАДЫШ ШАТУННЫЙ А23.01.100-160сб.Н1
Насос НШ-100 Л;НШ 100А-3Л;;;НШ 100А-3Л;НАСОС НШ 100А-3Л
Насос НШ-32;НШ 32М-3;;;НШ 32М-3;НАСОС НШ 32М-3(MASTER)
Насос НШ-50 Л;НШ 50А-3Л;;;НШ 50А-3Л;НАСОС НШ 50А-3Л
Поршневая группа в сборе   Д-160;0;;;;
Сальник коленвала  ДВС Д-160 ( передн);0;;700-40-2039;;
Сальник коленвала  ДВС Д-160 (задн);0;;1.2-200х240;;
Подшипник;70-32315К1М(КМ);;;70-32315К1М(КМ);ПОДШИПНИК 70-32315К1М(КМ)
подшипник;70-42612 КМ;;;;
Подшипник 120;0;;46120;;
Шестерня;60-19-1;;;60-19-1;Шестерня
Колесо натяжное (левое);50-21-305-02СП;;;50-21-305-02СП;Колесо натяжное
Колесо натяжное (правое);50-21-306-02СП;;;50-21-306-02СП;Колесо натяжное
1)64-12-109СП  -  колесо зубчатое  -   1шт.;24-12-109СП;;64-12-109СП;64-12-109СП;Колесо зубчатое
2)62-12-58         -  диск стальной       -  3шт.;62-15-58;;62-12-58;62-12-58;Диск
3)плита и блок реверса в сборе     -  1шт.;64-12-201СП;;;64-12-201СП;Плита
3)плита и блок реверса в сборе     -  1шт.;64-12-202СП;;;64-12-202СП;Блок реверса
Гидроцилиндр;50-50-225СП;;;;
0;24-21-169СП;;;24-21-169СП;Каток однобортный
0;24-21-170СП;;;24-21-170СП;Каток двубортный
Каток поддерживающий;50-21-416СП;;;;
Ножи отвала средние Т-170;0;;80-52-61;80-52-61;Нож средний
Ножи отвала правые  Т-170;0;;80-52-60;;
Ножи отвала левые Т-170;0;;80-52-59;;
КПП в сборе;50-12-12СП;;;50-12-12СП;Коробка передач
Цепь гусеничная в сборе (38 звеньев);48-22-102СП;;;;
Болт крепления ножа;700-28-2517;;М20-6GХ65.88.019;М20-6GХ65.88.019;БОЛТ М20-6GХ65.88.019(700-28-2517)
Болт крепления ножа;700-28-2492;;М16-6GХ50.109.019;М16-6GХ50.109.019;БОЛТ М16-6GХ50.109.019(700-28-2492)
Рукав с защитой;64-26-27-10СП;;;64-26-27-10СП;РВД Ф16-28-1410 М27Х1,5-У ПРУЖИНА 64-26-27-10СП
Рукав с защитой;64-26-27-01СП;;;;
Сегмент;50-19-201;;;50-19-201;Сегмент
Бортовой фрикцион главной передачи;24-16-101-01СП;;;24-16-101-01СП;Фрикцион бортовой правый
Бортовой фрикцион главной передачи;24-16-102-01СП;;;24-16-102-01СП;Фрикцион бортовой левый
Вилка реверса;50-12-565;;;50-12-565;Вилка
Механизм управления поворотом в сборе;50-13-5СП;;;50-13-5СП;Механизм управления поворотом
Тележка левая в сборе трактора Т-170М.01 ;20-21-269-01СП;;50-21-269-01СП;50-21-269-01СП;Тележка
Тележка правая в сборе трактора Т-170М.01 ;20-21-268-01СП;;50-21-268-01СП;50-21-268-01СП;Тележка
Радиатор маслянный;64-09-131-30;;64-09-131-01;;
Радиатор маслянный;130У.09.012;;;;
Счетчик моточасов /вольтметр УК 34.2;0;;;;
Нож средний ;80-52-61-01;;80-52-61;80-52-61;Нож средний
Нож боковой;80-52-60-02;;;80-52-60-02;Нож боковой
Нож боковой;80-52-59-02;;;80-52-59-02;Нож боковой
Болт;700-28-2492;;М16-6GХ50.109.019;М16-6GХ50.109.019;БОЛТ М16-6GХ50.109.019(700-28-2492)
Болт;700-28-2517;;М20-6GХ65.88.019;М20-6GХ65.88.019;БОЛТ М20-6GХ65.88.019(700-28-2517)
Гайка М16,5;3013;;;3013;Гайка М16.6 ТУ 14-4-1005-79
Гайка М20,6;3015;;;3015;Гайка М20.6 ТУ 14-4-1005-79
Болт М20*1,5*62;0;;;;
Гайка;30326-1;;;;
Шайба;31109;;;31109;Шайба 20х4.02.10ЮА.019 ГОСТ 11371-78
Рукав;64-26-27-06СП;;;64-26-27-06СП;РВД Ф16-28-1110 М27Х1,5-У ПРУЖИНА 64-26-27-06СП
Рукав;50-26-485-10СП;;;50-26-485-10СП;РВД Ф16 L-1710 50-26-485-10СП
Насос топливный ;51-157СП;;;51-157СП;Насос топливный
Ремень генератора;II-12,5х9х1090;;11-12,5х9-1090;11-12,5Х9-1090;РЕМЕНЬ ВЕНТИЛЯТОРНЫЙ 11-12,5Х9-1090
Ремень вентилятора;II-16х11х1650;;11-16х11-1650;11-16Х11-1650;РЕМЕНЬ ВЕНТИЛЯТОРНЫЙ 11-16Х11-1650
Термостат;ТС-107-130.6100-02;;;;
Кран топливный;ПП3-2-0;;;ПП3-2-0;КРАН ПРОБКОВЫЙ ПП3-2-0
Насос ТНВД;51-67-24СП;;51-67-24-01СП;51-67-24-01СП;Насос топливный
Сальник редуктора ПД;2.2-50Х70-1;;;2.2-50Х70-1;МАНЖЕТА 2.2-50Х70-1
Лента тормозная;50-18-116СП;;18360-1;;
Лента тормозная;50-18-117СП;;;;
Сальник бортового редуктора;2.2-90х120-2;;2.2-90х120-1;2.2-90Х120-1;МАНЖЕТА С ПРУЖИНОЙ 2.2-90Х120-1
Сальник бортового редуктора;700-40-2163;;;700-40-2163;МАНЖЕТА 700-40-2163
Сальник бортового редуктора;700-40-3372;;;700-40-3372;МАНЖЕТА 700-40-3372
Каток поддерживающий;50-21-416СП;;;50-21-416СП;Каток поддерживающий
Стартер ;251.3708.000;;;;
Генератор;5201.3771-10;;;5201.3771-10;ГЕНЕРАТОР 5201.3771-10
Магнето;М 149А1-3728000;;М-149А1-3728000;М-149А1-3728000;МАГНЕТО М-149А1-3728000
Свеча зажигания;А-11-3;;А-11-1 БЕЗ ГАЙКИ;А-11-1 БЕЗ ГАЙКИ;СВЕЧА ЗАЖИГАНИЯ А-11-1 БЕЗ ГАЙКИ
Выключатель массы;ВК-318БУ;;ВК-318Б У-ХЛ;ВК-318Б У-ХЛ;ВКЛЮЧАТЕЛЬ "МАССЫ" С РУЧНЫМ УПРАВЛЕНИЕМ ВК-318Б У-ХЛ
Подшипник;118;;;;
Подшипник;407;;;;
Подшипник;307;;;;
Подшипник;308;;;;
Подшипник;306;;;;
Подшипник;304А;;;;
Подшипник;941/15;;;941/15;ПОДШИПНИК 941/15
Подшипник;8205;;;;
Подшипник;8104;;;;
Подшипник;203;;;;
Подшипник;180308УС9;;;;
Подшипник;311А;;;;
Подшипник;170311А1;;;;
Подшипник;312А;;;;
Подшипник;2312КМ;;;2312КМ;ПОДШИПНИК 2312КМ
Подшипник;111;;;;
Подшипник;402311К;;;;
Насос;НШ-32У-3Л;;НШ 32М-3Л;НШ 32М-3Л;НАСОС НШ 32М-3Л(MASTER)
Насос;НШ-100-УЛ;;НШ 100А-3Л;НШ 100А-3Л;НАСОС НШ 100А-3Л
Нож отвала боковой;80-52-111-02;;;80-52-111-02;Нож боковой
Нож отвала среднии;80-52-61;;;80-52-61;Нож средний
Нож отвала боковой;80-52-112-02;;;80-52-112-02;Нож боковой
0;50-26-570СП;;;50-26-570СП;Гидроцилиндр
0;18-26-270СП;;;;
0;ТКР 8,5;;51-54-1СП;51-54-1СП;Турбокомпрессор ТКР8,5С
маятниковое прицепное устройство;0;;20400СП;20400СП;Установка прицепного устройства
пружина натяжителя;0;;;;
кожух сцепления верхний;0;;50-15-156СП;50-15-156СП;Кожух
кожух сцепления нижний;0;;входит в 50-15-156СП;;
звездочка ведущая на Б10;0;;50-19-160-1;50-19-160-1;Венец ведущего колеса
лезвие отвала;0;;;;
нож угловой;0;;;;
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;наименование детали ЧТЗ
0;000.4859.105.000СП;;;;
0;0;;;;
0;64-16-1;;;;
0;700-28-25-09;;700-28-2509;700-28-2509;Болт
0;31318;;;31318;ПЛАСТИНА 31318
0;16103;;;16103;Болт специальный
0;28-16-24;;;28-16-24;ПРОКЛАДКА 28-16-24
0;28-16-25;;;28-16-25;ПРОКЛАДКА 28-16-25
0;46905;;;46905;КОЛЬЦО 46905
0;46587-1;;;;
0;28-19-37-1;;;28-19-37-1;Пробка
0;700-31-2474;;;700-31-2474;ПЛАНКА 700-31-2474
0;28556;;М12-6gх40.88.019;М12-6GХ40.88.019;Болт М12х40 ТУ 14-4-1005-79
0;М10*700.58.019;;;;
0;64-60-115СП;;;64-60-115СП;Фильтр
0;64-60-232СП;;ФГ85-00-3;;
0;7516А;;7516А(6-7516А1);7516А(6-7516А1);ПОДШИПНИК 7516А(6-7516А1)
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;наименование детали ЧТЗ
стеклопакет;64-59-235СП;;64-59-235СП(914Х484);64-59-235СП(914Х484);СТЕКЛОПАКЕТ 64-59-235СП (914Х484)
стеклопакет;64-59-236СП;;64-59-236СП(952Х473);64-59-236СП(952Х473);СТЕКЛОПАКЕТ 64-59-236СП (952Х473)
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;наименование детали ЧТЗ
Фильтр возд;А41.10.00-02;;;;
Фильтр;51-05-310СП;;;51-05-310СП;Фильтр-патрон
Фильтр масл ЭФМ-011;50-26-490СП;;Р-635А;;
Прокладка;700-40-8391;;;700-40-8391;ПРОКЛАДКА 700-40-8391
Фрикцион бортовой;24-16-101-01СП;;;24-16-101-01СП;Фрикцион бортовой правый
Кран;КР-12Д;;ПП-3;;
Гидроцилиндр;131-26-108-02СП;;;131-26-108-02СП;Гидроцилиндр
Рукав;64-26-27-05СП;;;64-26-27-05СП;РВД Ф16-28-910 М27Х1,5-У ПРУЖИНА 64-26-27-05СП
Карбюратор;11.1107011;;17-05-185СП;;
Кожух крепления стартера;75.24.112-2;;;;
Стартер ПД10;Сг 362.3708;;;;
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;наименование детали ЧТЗ
двигатель Д160;0;;65-14-029СП;65-14-029СП;Дизель Д180.101-4
муфта сцепления двигателя;0;;18-14-4СП;18-14-4СП;МУФТА СЦЕПЛЕНИЯ 18-14-4СБ(СП)
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;наименование детали ЧТЗ
планка;50-26-764-1;;50-26-764-01;50-26-764-01;ПЛАНКА 50-26-764-01
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;наименование детали ЧТЗ
бочок для ПД 23;0;;51-25-145СП;51-25-145СП;Бензобачок
кран ПП3;0;;ПП3-2-0;ПП3-2-0;КРАН ПРОБКОВЫЙ ПП3-2-0
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;наименование детали ЧТЗ
0;50-51-119СП;;;50-51-119СП;Серьга
0;700-47-2132 ;;;;
0;700-38-2864;;;700-38-2864;Пружина
0;50-11-72;;;50-11-72;Планка
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;Наименование детали ЧТЗ
Вал коленчатый новый стандарт ПД-23 2 шт;17-03-26СП;;;17-03-26СП;Вал коленчатый. Комплект
Вкладышистандарт  ПД-23 2 комплекта;А23-01-54-130СП;;А23.01.54.130СБП2АН1;А23.01.54.130СБП2АН1;ВКЛАДЫШ ПУСКОВОГО ДВИГАТЕЛЯ А23.01.54.130СБП2АН1
Поршень пд-23  2 комплекта;03349;;17-03-27;17-03-27;ПОРШЕНЬ 17-03-27 К ДВИГАТЕЛЮ П23У
Кольца поршневыепд-23   2 компл;0;;03712СП;;
наименование заказчика;чод заказчика;;ЧОД заказчика уточненный;Ч. О. Д. ЧТЗ;Наименование детали ЧТЗ
КОРОНКА ЗУБА РЫХЛИТЕЛЯ Т-330;КОРОНКА;;не наша позиция;;
72118СП МУФТА МЕХАНИЗМА ВКЛЮЧЕНИЯ;72118СП;;;72118СП;Муфта механизма включения
24-22-1СП ЛЕНТА ГУСЕНИЧНАЯ;24-22-1СП;;24-22-9СП;;
14-69-107-1СП РАСПЫЛИТЕЛЬ Д-160;14-69-107-1СП;;14-69-107-1СП;14-69-107-1СП;Распылитель
16-03-126 ВАЛ КОЛЕНЧАТЫЙ;16-03-126;;16-03-126СП;16-03-126СП;Коленвал с вкладышами
16-08-11-2 ШАЙБА;16-08-11-2;;;16-08-11-2;Шайба уплотнения
16-67-102СП ПЛУНЖЕРНАЯ ПАРА;16-67-102СП;;;16-67-102СП;Пара плунжерная топливного насоса
16-67-108СП ПАРА ПЛУНЖЕРНАЯ;16-67-108СП;;;16-67-108СП;Пара плунжерная
16121 ДИСК С ВНУТРЕННИМ ЗУБОМ;16121;;;16121;Диск
17-23СП ДВИГАТЕЛЬ ПУСКОВОЙ;17-23СП;;;17-23СП;Пусковой двигатель П-23У
17-73-130СП ПОДШИПНИК ВЫЖИМНОЙ;17-73-130СП;;;17-73-130СП;Подшипник выжимной
18-12-143СП ХОМУТ В СБ.;18-12-143СП;;;18-12-143СП;Хомут в сборе
18-14-140-1СП ТОРМОЗОК В СБОРЕ;18-14-140-1СП;;;18-14-140-1СП;Тормозок
18-14-17-1(18-14-77-7) ВАЛ КАРДАННЫЙ;18-14-17-1(18-14-77-7);;;;
18-19-19 ВТУЛКА;18-19-19;;;18-19-19;Втулка
18-26-801 ФЛАНЕЦ;18-26-801;;18-26-802;18-26-802;Фланец
18360-01СП ЛЕНТА ТОРМОЗНАЯ;18360-01СП;;;18360-01СП;Лента тормоза
19216-1 ШЕСТЕРНЯ;19216-1;;19216;19216;Шестерня
2.3.45.УХЛ1 МАСЛЕНКА;2.3.45.УХЛ1;;1.3.Ц6;1.3.Ц6;ПРЕСС-МАСЛЕНКА 1.3Ц6 (864006)
20-19-123СП УПЛОТНЕНИЕ;20-19-123СП;;;20-19-123СП;Уплотнение
20-19-24 ШЕСТЕРНЯ;20-19-24;;;20-19-24;Шестерня двойная
21-17-4СП СЕРВОМЕХАНИЗМ;21-17-4СП;;;21-17-4СП;Сервомеханизм
21-19-1 ПОДШИПНИК КОНЦЕВОЙ;21-19-1;;;21-19-1;Подшипник концевой
210.12.11.001Г ГИДРОМОТОР;210.12.11.001Г;;не наша позиция;;
24-19-114СП УПЛОТНЕНИЕ;24-19-114СП;;;24-19-114СП;Уплотнение
24-19-119СП УПЛОТНЕНИЕ;24-19-119СП;;;24-19-119СП;Уплотнение
24-19-29 ШЕСТЕРНЯ ВЕДУЩАЯ;24-19-29;;;24-19-29;Шестерня ведущая
24-19-31 КОРПУС ПОДШИПНИКА;24-19-31;;;;
24-21-146СП КОЛЕСО НАТЯЖНОЕ;24-21-146СП;;50-21-306СП;50-21-306СП;Колесо натяжное
24-21-169СП КАТОК ОДНОБОРТНЫЙ;24-21-169СП;;;24-21-169СП;Каток однобортный
24-21-170СП КАТОК ДВУБОРТНЫЙ;24-21-170СП;;;24-21-170СП;Каток двубортный
28-16-11 КОРПУС БОРТОВОГО ПОДШИП Т-170;28-16-11;;;28-16-11;Корпус подшипника
28-16-15 БАРАБАН;28-16-15;;;28-16-15;Барабан наружный
50-19-144СП ШЕСТЕРНЯ ДВОЙНАЯ;50-19-144СП;;50-19-174СП;50-19-174СП;Шестерня двойная. Комплект
50-19-150 ШЕСТЕРНЯ;50-19-150;;;50-19-150;Шестерня
50-21-138 КОЛЕСО НАТЯЖНОЕ;50-21-138;;50-21-305СП;50-21-305СП;Колесо натяжное
51-06-1СП РЕГУЛЯТОР;51-06-1СП;;51-06-14СП;51-06-14СП;Регулятор
51-157-02СП НАСОС ТОПЛИВНЫЙ С РЕГУЛЯТОР;51-157-02СП;;;51-157-02СП;Насос топливный с регулятором
51-71-4СП НАСОС ТОПЛИВОЗАКАЧИВАЮЩИЙ;51-71-4СП;;;51-71-4СП;Насос топливоподкачивающий
60-19-2 ВЕНЕЦ;60-19-2;;;60-19-2;Венец
700-29-2369 ШПИЛЬКА;700-29-2369;;;700-29-2369;Шпилька
700-40-2163 МАНЖЕТА БОРТ.РЕДУК.Т170;700-40-2163;;;700-40-2163;МАНЖЕТА 700-40-2163
700-40-3372 МАНЖЕТА;700-40-3372;;;700-40-3372;МАНЖЕТА 700-40-3372
700-40-3503 ПАТРУБОК;700-40-3503;;;700-40-3503;ШЛАНГ(РУКАВ) 700-40-3503
700-40-4786 КОЛЬЦО;700-40-4786;;;700-40-4786;КОЛЬЦО 700-40-4786
700.10.73.73 НАКЛАДКА ТОРМОЗНОЙ ЛЕНТЫ;700.10.73.73;;700-40-7373;700-40-7373;НАКЛАДКА ТОРМОЗНАЯ ФОРМОВАННАЯ АСБЕСТОВАЯ 700-40-7373
7326СП ХОМУТ ДВИГАТЕЛЯ;7326СП;;17-73-127СП;;
738-4СП ДИСК;738-4СП;;17-73-139СП;17-73-139СП;Диск
51-02-107СП ПРОКЛАДКА ГОЛОВКИ БЛОКА;51-02-107СП;;51-02-107-01СП;51-02-107-01СП;Прокладка
16-08-140СП НАСОС ВОДЯНОЙ Т-170;16-08-140СП;;;16-08-140СП;Насос
24-16-103СП ДИСК С НАРУЖ ЗУБЬЯМИ;24-16-103СП;;;24-16-103СП;Диск с наружными зубьями
18-14-4СП МУФТА СЦЕПЛЕНИЯ;18-14-4СП;;;18-14-4СП;МУФТА СЦЕПЛЕНИЯ 18-14-4СБ(СП)
24-19-47 ЛАБИРИНТ;24-19-47;;;24-19-47;Лабиринт
18-14-126 МУФТА;18-14-126;;;;
50-21-161СП (50-21-136) ЦИЛИНДР В СБ;50-21-161СП;;50-21-136СП;50-21-136СП;Цилиндр
50-21-113СП КЛАПАН ДВОЙНОЙ;50-21-113СП;;50-21-177СП;50-21-177СП;Клапан
700-40-2041 ПАТРУБОК;700-40-2041;;700-46-2041;700-46-2041;ШЛАНГ(РУКАВ) 700-46-2041
700-40-2047 ПАТРУБОК;700-40-2047;;нет такого номера;;
51-08-25 ВАЛИК ВОД. НАСОСА Т-170;51-08-25;;;51-08-25;Валик
700-31-2440 ПЛАСТИНА;700-31-2440;;;700-31-2440;ПЛАСТИНА 700-31-2440
700-40-3880СП ПРОКЛАДКА;700-40-3880СП;;;700-40-3880СП;Прокладка
700-30-2047 ГАЙКА;700-30-2047;;;700-30-2047;Гайка
50-26-487-04СП РУКАВ;50-26-487-04СП;;;50-26-487-04СП;РВД Ф25-40-1610 М42Х2-У 50-26-487-04СП
18-14-104 БАРАБАН ЗУБЧАТЫЙ;18-14-104;;;18-14-104;Барабан зубчатый
14-69-117СП ФОРСУНКА В СБ;14-69-117СП;;14-69-117-1СП;14-69-117-1СП;Форсунка
24-16-101СП ФРИКЦИОН БОРТОВОЙ;24-16-101СП;;;24-16-101СП;Фрикцион бортовой правый
24-16-102 СП БОРТОВОЙ ФРИКЦИОН;24-16-102;;24-16-102СП;24-16-102СП;Фрикцион бортовой левый
748-50-177 МУФТА;748-50-177;;;748-50-177;Муфта
748-50-215 МУФТА;748-50-215;;748-50-215СП;748-50-215СП;Муфта
748-22-160СП ЗВЕНО ПОЛОТНО;748-22-160СП;;748-22-164СП;748-22-164СП;Отрезок гусеницы. Комплект.
748-22-161СП ГУСЕНИЧНОЕ ПОЛОТНО 11 ЗВЕНЬЕВ;748-22-161СП;;748-22-163СП;748-22-163СП;Отрезок гусеницы. Комплект
50-15-118СП СЕРВОМЕХАНИЗМ;50-15-118СП;;;50-15-118СП;Сервомеханизм
50-19-160-1 ВЕНЕЦ ВЕДУЩЕГО КОЛЕСА;50-19-160-1;;;50-19-160-1;Венец ведущего колеса
748-31-152-01СП ЗВЕНО СДАЮЩЕЕ;748-31-152-01СП;;;748-31-152-01СП;Звено сдающее
748-31-151-01СП МЕХАНИЗМ НАТЯЖЕНИЯ;748-31-151-01СП;;;748-31-151-01СП;Механизм натяжения
Д65-24-СО 1-4 ПУСКОВОЙ ДВИГАТЕЛЬ ПД-10У СО СТАРТЕРОМ;Д65-24-СО;;не наша позиция;;
БАШМАК;50-22-2;;50-22-32;;
ХОМУТ;7320СП;;анн;;
ПРОКЛАДКА;46170;;700-40-20011СП;;
ПРОКЛАДКА;40944СП;;700-40-20006СП;;
ТОПЛИВ.ПОДКАЧИВ.НАСОС;АВ1010М8016085;;51-71-4СП;;
;14-02-3СП;;51-02-41;;
САЛЬНИК;40831СП;;2.1-68х92-4;;
;Р-160;;50-26-61СП;;
БОЛТ;16137;;700-28-2509;;
;74102;;17-73-58;;
ТОПЛИВ.НАСОС;51-160-01СП;;51-67-24-01, 02;;
;67231;;3197;;
МАНЖЕТА;3-2,5Х13-6;;700-40-5960;;
ТОПЛИВОПРОВОД В СБОРЕ;14-69-114СП;;51-69-127СП;;
ТОПЛИВОПРОВОД 1 Ц.;14-69-109СБ;;51-69-128СП;;
ТОПЛИВОПРОВОД 2 Ц.;14-69-110СБ;;51-69-129СП;;
ТОПЛИВОПРОВОД 3 Ц.;14-69-111СП;;51-69-130СП;;
ТОПЛИВОПРОВОД 4 Ц.;14-69-112СП;;51-69-131СП;;
ПРОКЛАДКА БОРТ. РЕДУКТОРА;700-40-4082;;700-40-7426, -01СП;;
РВД 12 ММ;Н036.83.040;;50-26-484-01СП;;
РВД 12 ММ;Н036.83.070;;50-26-484-02/03СП;;
РВД 12 ММ;Н036.83.220;;50-26-484-04/05СП;;
РВД 12 ММ;Н036.83.090;;50-26-484-06/07СП;;
РВД 12 ММ;Н036.83.130;;50-26-484-08/09СП;;
РВД 12 ММ;Н036.83.060;;50-26-484-10/11СП;;
РВД 16 ММ;Н036.85.03.100;;50-26-485-01СП;;
РВД 16 ММ;Н036.85.03.120;;50-26-485-02/03СП;;
РВД 16 ММ;Н036.85.03.150;;50-26-485-04/05СП;;
РВД 16 ММ;Н036.85.03.170;;50-26-485-06/07СП;;
РВД 16 ММ;Н036.85.03.200;;50-26-485-08/09СП;;
РВД 16 ММ;Н036.85.03.230;;50-26-485-10/11СП;;
;Н036.88.660;;50-26-487-02/03СП;;
;Н036.88.760;;50-26-487-06/07СП;;
;Н036.88.750;;50-26-487-08/09СП;;
;М27Х2Х85;;700-28-2379;;
;29-09-124СП;;51-09-217СП;;
;21900;;21-21-121СП;;
;7310;;17-73-57;;
;50-19-99-1;;50-19-99;;
;700-28-2378;;700-28-2546;;
;21442;;700-58-2610;;
;29-09-124СП;;51-09-217СП;;
;80-52-59-01;;80-52-59-02;;
;80-52-60-01;;80-52-60-02;;
;095-101-36-2-2;;700-40-3769;;
;50-20-20;;50-20-49;;
;738-4СП;;17-73-139СП;;
;30246;;700-30-2417;;
;50-21-423СП;;24-21-148СП;;
;50-21-424СП;;24-21-149СП;;
;50-15-119СП;;50-15-156СП;;
;24-15-3СП;;50-15-5СП;;
;700-38-2813;;38366;;
;50-21-123СП;;50-21-396СП;;
;28431;;700-28-2621;;
;28554;;700-28-2622;;
;28639;;700-28-2623;;
ГАЙКА;3014;;700-30-2415;;
;30246;;700-30-2417;;
ГАЙКА;3010;;700-30-2414;;
МАНЖЕТА;75Х100;;26431;;
ВИЛКА;17-76-19;;17-76-31;;
ШЕСТЕРНЯ;09241;;51-66-23;;
ПРИЦЕПН. УСТР-ВО;18-51-3СП;;50-51-118СП;;
ФЛАНЕЦ;50-21-84;;50-21-285;;
;140Х150-58-2,2;;700-40-3116;;
;41167;;24-16-103СП;;
;40257СП;;1.1.-35х58-1;;
МУФТА;06417сп;;17-06-108сп;;
;3-48х28-6;;700-40-9196;;
;008-012-25-2-2;;585-01-14;;
;014-018-25-2-2;;700-40-3346;;
;015-019-25-2-2;;901-01-45;;
;018-022-30-2-2;;700-40-3208;;
;019-023-25-2-2;;700-40-7939;;
;020-025-30-2-2;;700-40-3426;;
;020-025-32-2-2;;901-01-42;;
;022-028-36-2-2;;700-40-3230;;
;028-034-36-2-2;;700-40-2135;;
;032-038-36-2-2;;714-72-44-01;;
;032-040-46-2-2;;700-40-3304;;
;035-043-46-2-2;;700-40-3347;;
;038-046-46-2-2;;700-40-4156;;
;039-045-36-2-2;;714-72-4-03;;
;040-046-36-2-2;;700-40-3303;;
;042-050-46-2-2;;700-40-3273;;
;045-050-30-2-2;;714-23-776-01;;
;060-070-58-2-2;;700-40-3437;;
;068-072-25-2-5;;700-40-7385;;
;095-101-36-2-2;;700-40-3769;;
;110-120-58-2-2;;700-40-3222;;
;120-125-30-2-2;;700-40-2904;;
;140х150-50-2-2;;700-40-3116;;
;75Х100;;26431;;
;700-40-2896;;700-40-8148;;
;Н1-35Х28-2;;700-40-2987;;
;Н2-42Х50-2;;700-40-3273;;
;У65Х60-2;;700-40-7375;;
;2.2-70Х50-2;;2.2-50Х70-2;;
;700-40-3016;;700-40-7415;;
;700-40-4092;;700-40-7426-01СП;;
